tweet,mentioned,hashtags,clean_tweet,Tweet length
"Dear @anandmahindra Sir, Kindly look into this &amp; do the possible help, God know if he is right. https://t.co/aXk5yWPLVu #coronavirusinindia #IndiaFightsCorona 🙏",['@anandmahindra'],"['#coronavirusinindia', '#IndiaFightsCorona']",dear sir kindly look possible help god know right,49
"3900 new cases &amp; 195 deaths in the country in last 24 hours..

#IndiaFightsCorona",[],['#IndiaFightsCorona'],new cases deaths country last hours,35
@NPC_INDIA_GOV #Webinar on #DigitalAdoption for #Lending in the Post #Covid-19 &amp; #DigitalLending TODAY 3 PM @minmsme @ficci_india @DIPPGOI @GoI_MeitY #DigitalIndia #IndiaFightsCorona #VandeBharatMission @FinMinIndia #savetourismjobs #MakeInIndia @FollowCII @phdchamber,"['@NPC_INDIA_GOV', '@minmsme', '@ficci_india', '@DIPPGOI', '@GoI_MeitY', '@FinMinIndia', '@FollowCII', '@phdchamber']","['#Webinar', '#DigitalAdoption', '#Lending', '#Covid-19', '#DigitalLending', '#DigitalIndia', '#IndiaFightsCorona', '#VandeBharatMission', '#savetourismjobs', '#MakeInIndia']",post today pm,13
"Just In: Cadila Healthcare - 21 corona cases positive at Ahmadabad factory

#IndiaFightsCorona",[],['#IndiaFightsCorona'],cadila healthcare corona cases positive ahmadabad factory,57
"Poi (Basella or Vine Spinach) is the latest addition to our home garden. Looking forward to quick growth of the nutritious (Vit-A rich) leafy vegetable. 😊 #MyGardenMyLife 
Day 48 of #lockdown. https://t.co/3xA51ONxWE",[],"['#MyGardenMyLife', '#lockdown']",poi basella vine spinach latest addition home garden looking forward quick growth nutritious vit rich leafy vegetable day,121
I'm gonna support our @PMOIndia for whatever decision they gonna take today regarding the #LOCKDOWN &amp; counties economy cause you can't SHUTDOWN everything for a longer period for some people and now people have to protect themselves &amp; it's right also! #THE_SHOW_MUST_GO_ON👍,['@PMOIndia'],"['#LOCKDOWN', '#THE_SHOW_MUST_GO_ON']",gonna support whatever decision gonna take today regarding counties economy cause shutdown everything longer period people people protect right also,148
"#Work from #home has changed many things for everyone. Are you being #kind to yourself when you worry about #productivity? Some #selfcare #tips : https://t.co/AoAtv4k3TX

#WorkFromHome #WFH #LockdownTaughtMe #MondayMotivaton #mentalhealth #empathy #socent #Wellbeing #employees",[],"['#Work', '#home', '#kind', '#productivity', '#selfcare', '#tips', '#WorkFromHome', '#WFH', '#LockdownTaughtMe', '#MondayMotivaton', '#mentalhealth', '#empathy', '#socent', '#Wellbeing', '#employees']",changed many things everyone worry,34
"""The Future of Skills - Education, Employment and Entrepreneurship"". Join us on the 1st Session of #Skycampus Season 5, live on 11 May 2020 at 10 AM.

Click to know more.
https://t.co/6dsGFxwBE5

@Thyrocare @mitadtpune
#ictacademyindia #livewebinar #freewebinar  #StayHome https://t.co/0k89NOaKsO","['@Thyrocare', '@mitadtpune']","['#Skycampus', '#ictacademyindia', '#livewebinar', '#freewebinar', '#StayHome']",future skills education employment entrepreneurship join us st session season live may click know,97
Good morning my sweet friends #mondaythoughts #MondayMotivation #MondayMorning #PositiveVibes #IndiaFightsCorona https://t.co/qhjCzN9iW2,[],"['#mondaythoughts', '#MondayMotivation', '#MondayMorning', '#PositiveVibes', '#IndiaFightsCorona']",good morning sweet friends,26
#healing #crystals #band from #Kriti #life #ggn #gurugram #lockdown #2020 #mg #road #sharad #goyal @ Delhi/Gurgaon/NCR https://t.co/ImiLubqfZW,[],"['#healing', '#crystals', '#band', '#Kriti', '#life', '#ggn', '#gurugram', '#lockdown', '#mg', '#road', '#sharad', '#goyal']",delhi gurgaon ncr,17
"Sometime back I downloaded this App from App Store called ""Lockdown""

It has some amazing features, one of which is that you can do anything from your house

Now I am waiting for the new updated version - ""4.0""
I hope it has some cool new features

#lockdown #Lockdown4 #Corona",[],"['#lockdown', '#Lockdown4', '#Corona']",sometime back downloaded app app store called lockdown amazing features one anything house waiting new updated version hope cool new features,141
"Sometimes friends coming bearing gifts. It's welcome especially when it's a bottle of #wine

#coldbeverage #drinkporn #lockdown #letsdrink #happyweekend #switchoff #applewine #afternoons #workcalls #nodiet #cheers… https://t.co/S9dno7vYwW",[],"['#wine', '#coldbeverage', '#drinkporn', '#lockdown', '#letsdrink', '#happyweekend', '#switchoff', '#applewine', '#afternoons', '#workcalls', '#nodiet', '#cheers']",sometimes friends coming bearing gifts welcome especially bottle,64
"📍@prasarbharati #NABM 11th May 2nd session #webinar
#AgriVision~#ConceptOfCropWithAnimal by JP Mishra!😷
Don't Panic
#CoronaVirus 🐛24x7 #TollFree 1075, 01123978046 &amp; 9013151515 to Fight against #COVID19..🍁
#कोरोना #StayHome

All d Bst!
B Sporty Happy..
जय हिन्द!🇮🇳 
#HappyYadav https://t.co/tPKTz7IpK6 https://t.co/baW1Eya9no",['@prasarbharati'],"['#NABM', '#webinar', '#AgriVision', '#ConceptOfCropWithAnimal', '#CoronaVirus', '#TollFree', '#COVID19', '#StayHome', '#HappyYadav']",th may nd session jp mishra panic x fight bst b sporty happy,60
"🌺 Cute like a flower 🌺
.
.
.
.
.
.
.
.
#peehujaatni #peace #photoshoot #naturephotography #stayhome #staysafe #twitter #modeling #motivation #model @ Delhi, India https://t.co/3UNFARlyrY",[],"['#peehujaatni', '#peace', '#photoshoot', '#naturephotography', '#stayhome', '#staysafe', '#twitter', '#modeling', '#motivation', '#model']",cute like flower delhi india,28
"📍Yesterday @prasarbharati #NABM 2nd session #webinar: #AgriVision ~#ConceptOfCropWithAnimal by Dr @Chirantan200!😷
Don't Panic
#CoronaVirus 🐛24x7 #TollFree 1075 &amp; 9013151515 to Fight against #COVID19..🍁
#कोरोना #StayHome

All d Bst!
B Sporty Happy..
जय हिन्द!🇮🇳 
#HappyYadav https://t.co/wqM0gIgtEV https://t.co/Y7sdm3AlPd","['@prasarbharati', '@Chirantan200']","['#NABM', '#webinar', '#AgriVision', '#ConceptOfCropWithAnimal', '#CoronaVirus', '#TollFree', '#COVID19', '#StayHome', '#HappyYadav']",yesterday nd session dr panic x fight bst b sporty happy,56
"I was wondering what will happen about the #lockdown now

Now I know. I will Vaishvik you into Kalkhanda since I am meant to be a part of #PMModi's vision of an
#AatmanirbharBharat",[],"['#lockdown', '#PMModi', '#AatmanirbharBharat']",wondering happen know vaishvik kalkhanda since meant part vision,64
Those who complain that we are locked in home should count their blessings. Atleast you have a home ! Thanks Shefali Talwar for sharing . #countyourblessings #stayhome #staysafe #covid19 #migration #Godhavemercy🙏🏻 @… https://t.co/ON5HLRD2Ew,[],"['#countyourblessings', '#stayhome', '#staysafe', '#covid19', '#migration', '#Godhavemercy']",complain locked home count blessings atleast home thanks shefali talwar sharing,79
"Well said @realDonaldTrump 
Agree with your statement Mr.President.... everyone should 'Ask China' 
#AskChina #saynotochina #ChinaMustExplain #ChinaLiedPeopleDied #ChinaMustPay #lockdown https://t.co/FAek0bj94j",['@realDonaldTrump'],"['#AskChina', '#saynotochina', '#ChinaMustExplain', '#ChinaLiedPeopleDied', '#ChinaMustPay', '#lockdown']",well said agree statement mr president everyone ask china,57
"Lockdown 4.0
Buzzwords : Self-Reliance, 20 Lacs Crores, 10 % of GDP, Package, Reform, New Rules, Local, Vocal.
My Fav is #20LacsCrores what’s yours ? 😉
#Lockdown4  #Indiafightscorona 🙏",[],"['#Lockdown4', '#Indiafightscorona']",lockdown buzzwords self reliance lacs crores gdp package reform new rules local vocal fav,89
"Corona Updates.

#corona #coronavirus #sadahaqnews #sadahaq #saaddahaq #saaddahaqnews #covid_19 #stayhome #staysafe #redzone #greenzone #orangezone @GeneralHospital @SanjeevKapoor @khanumarfa @rashtrapatibhvn https://t.co/i7O98ieC3N","['@GeneralHospital', '@SanjeevKapoor', '@khanumarfa', '@rashtrapatibhvn']","['#corona', '#coronavirus', '#sadahaqnews', '#sadahaq', '#saaddahaq', '#saaddahaqnews', '#covid_19', '#stayhome', '#staysafe', '#redzone', '#greenzone', '#orangezone']",corona updates,14
"Corona Updates.

#corona #coronavirus #sadahaqnews #sadahaq #saaddahaq #saaddahaqnews #covid_19 #stayhome #staysafe #redzone #greenzone #orangezone @Rao_InderjitS @SidnChips @MayorofLondon https://t.co/SQpayzh2ZB","['@Rao_InderjitS', '@SidnChips', '@MayorofLondon']","['#corona', '#coronavirus', '#sadahaqnews', '#sadahaq', '#saaddahaq', '#saaddahaqnews', '#covid_19', '#stayhome', '#staysafe', '#redzone', '#greenzone', '#orangezone']",corona updates,14
"@Satprerna We Appreciate Vidharbh News For Broadcasting Mastishaala 2020 News.
#satprerna #mastishaala2020 #onlineseries #kids #children #lockdown #summercamp #onlinemastishaala2020 #happiness #news #article #inthenews #trending #joy #masti #knowledge",['@Satprerna'],"['#satprerna', '#mastishaala2020', '#onlineseries', '#kids', '#children', '#lockdown', '#summercamp', '#onlinemastishaala2020', '#happiness', '#news', '#article', '#inthenews', '#trending', '#joy', '#masti', '#knowledge']",appreciate vidharbh news broadcasting mastishaala news,54
Kindly register for the webinar. See you soon. #COVID19 #IndiaFightsCorona https://t.co/vJiyjKY6PB,[],"['#COVID19', '#IndiaFightsCorona']",kindly register webinar see soon,32
"Today I learnt a new one when .@narendramodi said #JAM 
#JanDhanYojna
#AadharCard
#MobilePhone 
Sooner or later , #BUTTER bhi aaega.
#AatmanirbharBharat 
#COVID19 #lockdown #coronavirus",['@narendramodi'],"['#JAM', '#JanDhanYojna', '#AadharCard', '#MobilePhone', '#BUTTER', '#AatmanirbharBharat', '#COVID19', '#lockdown', '#coronavirus']",today learnt new one said sooner later bhi aaega,48
"Could not expect a scenario like this earlier.. our forces confronting the dragon.
#Indian jets conduct sorties over Ladakh, amid heightened tensions on ground with #Chinese troops
#NarendraModi
#lockdown
 https://t.co/fVENw5Oj0s
Download the TOI app now:
https://t.co/iSHmdjYfaI",[],"['#Indian', '#Chinese', '#NarendraModi', '#lockdown']",could expect scenario like earlier forces confronting dragon jets conduct sorties ladakh amid heightened tensions ground troops download toi app,144
"+Ve Case In India
#DuringLastThreeDays
#4K+
#3K+
#3K+
=
Approxly 
#11K+
#2020WillPassLikeThat 
#JanFebMarch #Lockdown #December 
👏👏👏👏👏👏👏👏👏👏

#StaySafe #StayAware #StaySafeStayHealthy 
#ManilaAlmora",[],"['#DuringLastThreeDays', '#JanFebMarch', '#Lockdown', '#December', '#StaySafe', '#StayAware', '#StaySafeStayHealthy', '#ManilaAlmora']",case india k k k approxly k,27
"I am not sure whether Arijit Singh's voice heals all the pain or brings it back! Absolutely brilliant, this guy's voice! 👏🤟

#arijitSingh @TheArijitSingh @ArijitSingh_ @ArijitSinghSing #lockdown","['@TheArijitSingh', '@ArijitSingh_', '@ArijitSinghSing']","['#arijitSingh', '#lockdown']",sure whether arijit singh voice heals pain brings back absolutely brilliant guy voice,85
"Yes its ture for everyone of the #Indian.we are all #indian 
#modiji #ModiBestPmEver 🙏🏻🙏🏻🙏🏻🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳Aaj apanay #oppositions ka Muh me ghee jaama di hai 
#BharatMataKiJai 
#jaihind
#IndiaFightsCorona
#atmanirbharbharat",[],"['#Indian', '#indian', '#modiji', '#ModiBestPmEver', '#oppositions', '#BharatMataKiJai', '#jaihind', '#IndiaFightsCorona', '#atmanirbharbharat']",yes ture everyone aaj apanay ka muh ghee jaama di hai,53
@TheVineetMittal @narendramodi @PMOIndia #selfreliance these two magical words will change history and destiny both #bravo #IndiaFightsCorona,"['@TheVineetMittal', '@narendramodi', '@PMOIndia']","['#selfreliance', '#bravo', '#IndiaFightsCorona']",two magical words change history destiny,40
Dogs are being beaten and chased by a mob. A family who intervened was threatened. @Uppolice Please stop these crimes against Animals and their caretakers. You are not only allowing violations of PCA Act but are also letting people take #lockdown as a joke!,['@Uppolice'],['#lockdown'],dogs beaten chased mob family intervened threatened please stop crimes animals caretakers allowing violations pca act also letting people take joke,147
"Hoping that the special #EconomicPackage of Rs. 20 Lakh Crore announced by @narendramodi ji will indeed attenuate the difficulties of workers, labourers &amp; people who are really in need of that.
#atmanirbharbharat #EconomicPackage #NarendraModi #lockdown
@nsitharaman @FinMinIndia","['@narendramodi', '@nsitharaman', '@FinMinIndia']","['#EconomicPackage', '#atmanirbharbharat', '#EconomicPackage', '#NarendraModi', '#lockdown']",hoping special rs lakh crore announced ji indeed attenuate difficulties workers labourers people really need,108
"- This might be our generation's1991 movement
- This might be Indian manufacturer's Y2K movement

5th largest #stimuluspackage  along with the strictest #lockdown 

This might just be India's tryst with destiny again

#WhateverItTakes #EconomicPackage #ModiHaitoMumkinHai https://t.co/qxBNYbUC0J",[],"['#stimuluspackage', '#lockdown', '#WhateverItTakes', '#EconomicPackage', '#ModiHaitoMumkinHai']",might generation movement might indian manufacturer yk movement th largest along strictest might india tryst destiny,116
"#lockdown Day49
My quarantine going like 🥁 
#Quarantine #astoryofadrummer #LockdownExtended #QuarantineAndChill #drummer #drumchops #COVIDー19 #DrummerBoy #Delhi https://t.co/VziyY4pLSm",[],"['#lockdown', '#Quarantine', '#astoryofadrummer', '#LockdownExtended', '#QuarantineAndChill', '#drummer', '#drumchops', '#COVID', '#DrummerBoy', '#Delhi']",day quarantine going like,25
